Mark,Model,Year,Body_type,Color,Capacity,HorsePowers,EngineType,Transmission,Mileage,Is_new,Price
Toyota,Prius,2008,Liftbek,Ağ,1.5,-1.1250431505863003,Hibrid,Variator,0.2688636906329347,Xeyr,8764.70588235294
Opel,Astra,2007,Universal,Göy,1.3,-0.9882981955276078,Dizel,Mexaniki,1.7348547184491891,Xeyr,6352.941176470588
Hyundai,Sonata,2015,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,-0.3911996748017577,Xeyr,17000.0
Toyota,Prius,2008,Liftbek,Gümüşü,1.5,-1.1250431505863003,Hibrid,Avtomat,-0.09999524887468754,Xeyr,9000.0
Chevrolet,Cruze,2018,Sedan,Yaş Asfalt,1.4,-0.3729458977634918,Benzin,Avtomat,-0.9755498894954119,Xeyr,11470.588235294117
Mercedes,GLS 450,2018,Offroader / SUV,Qara,3.0,1.7172984152765212,Benzin,Avtomat,-0.6241632155434139,Xeyr,65000.0
Chevrolet,Camaro,2018,Kupe,Qara,2.0,0.8186887106051137,Benzin,Avtomat,-0.818299499494794,Xeyr,23500.0
Mercedes,C 250,2012,Sedan,Ağ,1.8,0.12519643852174495,Benzin,Avtomat,-0.44944055998717175,Xeyr,15588.235294117647
LADA (VAZ),2107,2010,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.9639017124583291,Xeyr,5000.0
Kia,Sorento,2011,Offroader / SUV,Qara,2.0,-0.0701534972763871,Dizel,Avtomat,0.8636778510315682,Xeyr,17470.58823529412
Hyundai,Santa Fe,2011,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,0.30769094742321074,Xeyr,14411.764705882353
Kia,Ceed,2008,Universal,Qara,1.6,-0.7441107757799427,Dizel,Mexaniki,1.2226649605002629,Xeyr,9117.64705882353
Mercedes,C 220,1998,Universal,Yaş Asfalt,2.2,-0.9394607115780748,Dizel,Avtomat,0.778956776715186,Xeyr,6470.588235294118
Opel,Astra,2006,Hetçbek,Boz,1.4,-0.9882981955276078,Benzin,Mexaniki,0.6183090017454189,Xeyr,6970.588235294118
Chevrolet,Aveo,2012,Hetçbek,Göy,1.6,-0.7441107757799427,Benzin,Avtomat,0.12326147766939961,Xeyr,7529.411764705883
Mercedes,E 220,2015,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,0.5600681165600049,Xeyr,24400.0
Chevrolet,Cruze,2014,Sedan,Qara,1.4,-0.49015585924237104,Benzin,Avtomat,1.1978058093402886,Xeyr,7588.235294117647
Nissan,Note,2015,Hetçbek,Qara,1.2,-0.910158221208355,Benzin,Avtomat,-1.1774516248048472,Xeyr,8941.176470588236
Toyota,Prado,2012,Offroader / SUV,Ağ,2.7,-0.23620094270479935,Benzin,Avtomat,-0.17599960404165285,Xeyr,29900.0
Mercedes,E 240,1999,Sedan,Göy,2.4,-0.20689845233507956,Benzin,Avtomat,1.5792836073047505,Xeyr,8176.470588235295
Hyundai,Genesis Coupe,2010,Kupe,Qara,3.8,1.1214811110922185,Benzin,Avtomat,0.2785705048305037,Xeyr,15588.235294117647
Mercedes,E 280,1999,Sedan,Göy,2.8,0.12519643852174495,Benzin,Avtomat,2.016090246195356,Xeyr,8176.470588235295
Toyota,Corolla,2015,Sedan,Qara,1.8,-0.5780633303515305,Benzin,Avtomat,-0.062332809788119795,Xeyr,13647.058823529413
Mercedes,Vito 112,2002,Minivan,Gümüşü,2.2,-0.6757382982505965,Dizel,Mexaniki,2.7538081252106,Xeyr,8147.64705882353
Chevrolet,Cruze,2014,Sedan,Qara,1.4,-0.49015585924237104,Benzin,Avtomat,1.1978058093402886,Xeyr,7588.235294117647
Mercedes,E 270,2000,Sedan,Gümüşü,2.7,-0.20689845233507956,Dizel,Avtomat,1.4901265189000792,Xeyr,12058.823529411766
LADA (VAZ),2115,2011,Sedan,Yaş Asfalt,1.6,-1.0859731634266738,Benzin,Mexaniki,0.9483406844627652,Xeyr,5058.823529411765
Kia,Picanto,2013,Hetçbek,Ağ,1.3,-1.0371356794771407,Benzin,Avtomat,-0.8105340481367388,Xeyr,9117.64705882353
Kia,Cerato,2014,Sedan,Ağ,1.6,-0.5975983239313437,Dizel,Avtomat,0.0941410350766926,Xeyr,13823.529411764706
Mercedes,E 200,2016,Sedan,Yaş Asfalt,2.0,-0.0701534972763871,Benzin,Avtomat,0.14267510606453762,Xeyr,33300.0
Mercedes,Sprinter 315,2008,Yük maşını,Ağ,2.2,-0.4022483881332116,Dizel,Mexaniki,1.5307495363169055,Xeyr,18705.88235294118
Mercedes,E 220,2007,Universal,Yaş Asfalt,2.2,-0.4022483881332116,Dizel,Avtomat,1.9869698036026489,Xeyr,11764.705882352942
LADA (VAZ),2106,2007,Sedan,Yaşıl,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.6047495871482759,Xeyr,3911.764705882353
Opel,Astra,2006,Universal,Gümüşü,1.3,-0.9882981955276078,Dizel,Mexaniki,2.151985644961322,Xeyr,6941.176470588235
Mercedes,ML 350,2012,Offroader / SUV,Gümüşü,3.0,0.5647337940675421,Dizel,Avtomat,1.2492519245874043,Xeyr,26000.0
Chevrolet,Captiva,2021,Offroader / SUV,Qara,1.5,-0.4315508785029314,Benzin,Avtomat,-1.3910015371513653,Xeyr,20882.352941176472
Opel,Astra,2007,Universal,Göy,1.3,-0.9882981955276078,Dizel,Mexaniki,2.190812901751598,Xeyr,7058.235294117647
Hyundai,Sonata,2013,Sedan,Göy,2.0,0.8089212138152072,Benzin,Avtomat,0.055915600766665845,Xeyr,12823.529411764706
BMW,523,1998,Sedan,Gümüşü,2.5,-0.20689845233507956,Benzin,Avtomat,1.8704880332318208,Xeyr,5294.117647058823
BMW,523,1998,Sedan,Qara,2.5,-0.20689845233507956,Benzin,Avtomat,2.113158388171046,Xeyr,4647.058823529412
BMW,320,2005,Sedan,Yaş Asfalt,2.0,-0.34364340739377197,Benzin,Avtomat,1.2880791813776804,Xeyr,8058.823529411765
Opel,Astra,2004,Hetçbek,Mavi,1.4,-0.9882981955276078,Benzin,Mexaniki,0.21353484970679137,Xeyr,7058.823529411765
Kia,Sorento,2015,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,-0.10970206307225655,Xeyr,24470.58823529412
BMW,328,2015,Sedan,Yaş Asfalt,2.0,0.5256638069079157,Benzin,Avtomat,0.15480862381149887,Xeyr,20764.70588235294
Land Rover,Range Rover,2016,Offroader / SUV,Qara,5.0,3.1140504562331652,Benzin,Avtomat,-0.12911569146739454,Xeyr,82000.0
BMW,530,2017,Sedan,Qara,2.0,0.5647337940675421,Benzin,Avtomat,-0.7115245433215349,Xeyr,36500.0
Toyota,RAV4,2019,Offroader / SUV,Qara,2.5,0.2619413935804374,Hibrid,Avtomat,-0.5076814451725858,Xeyr,35500.0
Land Rover,Range Rover,2021,Offroader / SUV,Qara,3.0,2.039625809343439,Benzin,Avtomat,-1.3424674661635203,Xeyr,150000.0
Mercedes,C 200,2022,Sedan,Qara,1.5,-0.0701534972763871,Benzin,Avtomat,-1.4783628649294864,Bəli,67800.0
Kia,Ceed,2007,Hetçbek,Gümüşü,1.4,-0.8027157565193823,Benzin,Mexaniki,0.08831694655815119,Xeyr,7823.529411764706
BMW,328,2015,Sedan,Yaş Asfalt,2.0,0.5256638069079157,Benzin,Avtomat,0.15480862381149887,Xeyr,20764.70588235294
Toyota,Land Cruiser,2006,Offroader / SUV,Qara,4.5,0.20333641284099777,Benzin,Avtomat,1.4336813943412154,Xeyr,15294.117647058823
Toyota,Corolla,2006,Hetçbek,Göy,1.4,-0.9882981955276078,Dizel,Mexaniki,0.4921204171770219,Xeyr,9117.64705882353
Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,-0.022340735294135487,Xeyr,16176.470588235294
Nissan,Note,2013,Hetçbek,Gümüşü,1.5,-0.9882981955276078,Benzin,Avtomat,-1.0997971112242952,Xeyr,8176.470588235295
Hyundai,Sonata,2011,Sedan,Gümüşü,2.0,0.8089212138152072,Benzin,Avtomat,0.3653591305709682,Xeyr,12058.823529411766
LADA (VAZ),Niva,2013,Offroader / SUV,Ağ,1.7,-1.0859731634266738,Benzin,Mexaniki,-0.47856100257987877,Xeyr,5823.529411764706
LADA (VAZ),2107,2004,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-1.3237333147622121,Xeyr,3352.9411764705883
LADA (VAZ),2115,2012,Sedan,Ağ,1.6,-1.0762056666367672,Benzin,Mexaniki,0.1281148847681841,Xeyr,5529.411764705883
Kia,Cerato,2012,Sedan,Ağ,1.6,-0.6562033046707832,Benzin,Avtomat,0.43387953199160784,Xeyr,11000.0
Opel,Astra,2008,Hetçbek,Boz,1.4,-0.9882981955276078,Benzin,Mexaniki,0.33681139001591776,Xeyr,7411.764705882353
Opel,Astra,2010,Universal,Ağ,1.3,-0.9882981955276078,Dizel,Mexaniki,0.6127372903960143,Xeyr,7941.176470588235
Hyundai,Matrix,2006,Minivan,Göy,1.5,-0.7929482597294757,Dizel,Mexaniki,0.5018272313745908,Xeyr,6352.941176470588
Opel,Astra,1999,Hetçbek,Qara,1.6,-1.1348106473762067,Benzin,Mexaniki,1.9729434570871616,Xeyr,4647.058823529412
LADA (VAZ),2107,2008,Sedan,Tünd qırmızı,1.5,-1.1641131377459266,Benzin,Mexaniki,-1.0784421199896435,Xeyr,3764.7058823529414
LADA (VAZ),2107,2007,Sedan,Qırmızı,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.6144564013458449,Xeyr,6176.470588235295
Kia,Rio,2005,Hetçbek,Gümüşü,1.4,-0.9199257179982616,Benzin,Mexaniki,1.2395451103898354,Xeyr,9152.94117647059
BMW,X4,2023,Offroader / SUV,Qara,2.0,-0.0701534972763871,Benzin,Avtomat,-1.4783628649294864,Bəli,76680.0
Chevrolet,Cruze,2016,Sedan,Göy,1.4,-0.4999233560322776,Benzin,Avtomat,-0.5600982418394584,Xeyr,10294.117647058823
Chevrolet,Camaro,2019,Kabriolet,Ağ,2.0,0.8186887106051137,Benzin,Avtomat,-0.4397337457896028,Xeyr,32500.0
Hyundai,Palisade,2019,Offroader / SUV,Göy,2.2,0.08612645136211854,Dizel,Avtomat,-0.9221624114087824,Xeyr,41000.0
Hyundai,Accent,2018,Sedan,Tünd qırmızı,1.6,-0.5975983239313437,Benzin,Avtomat,-0.6629904723336899,Xeyr,16352.94117647059
Land Rover,Range Rover,2013,Offroader / SUV,Qara,5.0,3.1140504562331652,Benzin,Avtomat,-0.002927106898997473,Xeyr,56000.0
Kia,Optima,2015,Sedan,Qara,2.0,0.8089212138152072,Benzin,Avtomat,-0.4988870715095883,Xeyr,15764.705882352942
Kia,Ceed,2009,Universal,Ağ,1.4,-0.8027157565193823,Benzin,Mexaniki,-0.3717860464066197,Xeyr,9058.823529411766
Kia,Rio,2005,Hetçbek,Gümüşü,1.4,-0.9199257179982616,Benzin,Mexaniki,1.2395451103898354,Xeyr,9152.94117647059
LADA (VAZ),2114,2004,Hetçbek,Bej,1.5,-1.1152756537963937,Benzin,Mexaniki,-0.5173882593701549,Xeyr,3823.529411764706
Kia,Sorento,2012,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,0.598895373350281,Xeyr,16588.235294117647
Opel,Vectra,1999,Sedan,Ağ,1.8,-0.7343432789900362,Benzin,Mexaniki,2.6249695803662667,Xeyr,4588.235294117647
Chevrolet,Cruze,2012,Sedan,Yaş Asfalt,1.4,-0.4999233560322776,Benzin,Avtomat,0.34244134225050776,Xeyr,8058.823529411765
Mercedes,C 240,1998,Sedan,Gümüşü,2.4,-0.20689845233507956,Benzin,Avtomat,0.9631435761140579,Xeyr,7176.470588235295
Chevrolet,Cruze,2015,Sedan,Yaş Asfalt,1.4,-0.4999233560322776,Benzin,Avtomat,0.5115340455721599,Xeyr,8352.94117647059
Kia,Optima,2012,Sedan,Ağ,2.0,0.8089212138152072,Benzin,Avtomat,-0.26404040881360374,Xeyr,12529.411764705883
Hyundai,Sonata,2007,Sedan,Gümüşü,2.0,-0.4022483881332116,Dizel,Mexaniki,1.3094341726123322,Xeyr,9117.64705882353
Toyota,Corolla,2010,Sedan,Gümüşü,1.4,-0.9882981955276078,Dizel,Mexaniki,0.695963515325971,Xeyr,11058.823529411766
Mercedes,C 200,1999,Sedan,Qara,2.0,-0.5389933431919041,Benzin,Avtomat,0.5600681165600049,Xeyr,6941.176470588235
Opel,Astra,2005,Hetçbek,Göy,1.4,-0.9882981955276078,Benzin,Mexaniki,0.6331798410960947,Xeyr,7058.823529411765
Mercedes,Vito 111,2008,Furqon,Ağ,2.2,-0.7343432789900362,Dizel,Mexaniki,1.8510744048366827,Xeyr,12000.0
Toyota,Corolla,2004,Hetçbek,Boz,1.4,-0.9882981955276078,Dizel,Mexaniki,0.3950522752013318,Xeyr,8000.0
Kia,Sorento,2007,Offroader / SUV,Gümüşü,2.5,-0.20689845233507956,Dizel,Avtomat,2.0743311313807697,Xeyr,10882.35294117647
Land Rover,Range Rover,2019,Offroader / SUV,Qara,3.0,2.039625809343439,Benzin,Avtomat,-1.1531845893109247,Xeyr,138500.0
LADA (VAZ),2104,2000,Universal,Göy,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.9541948982607601,Xeyr,3647.0588235294117
Toyota,Camry,2019,Sedan,Qara,2.5,-0.09945598764610691,Benzin,Avtomat,-1.247340687027344,Xeyr,36700.0
Mercedes,E 320,2002,Sedan,Gümüşü,3.2,0.320546374319877,Benzin,Avtomat,0.7237832448162038,Xeyr,11058.823529411766
Land Rover,Range Rover,2016,Offroader / SUV,Qara,3.0,1.453576001949043,Benzin,Avtomat,-0.769765428506949,Xeyr,63800.0
BMW,528,2012,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,-0.23589064764065362,Xeyr,20800.0
Mercedes,Vito 111,2010,Furqon,Göy,2.2,-0.7343432789900362,Dizel,Mexaniki,0.5628830926773,Xeyr,13117.64705882353
Mercedes,Citan,2014,Minivan,Qara,1.5,-0.7929482597294757,Dizel,Mexaniki,0.5794817449551429,Xeyr,13823.529411764706
BMW,X7,2023,Offroader / SUV,Qara,3.0,1.453576001949043,Benzin,Avtomat,-1.4783628649294864,Bəli,149900.0
Land Rover,Range Rover,2014,Offroader / SUV,Qara,3.0,1.453576001949043,Benzin,Avtomat,0.46299997458431486,Xeyr,51000.0
LADA (VAZ),2106,1994,Sedan,Qara,1.6,-1.1348106473762067,Benzin,Mexaniki,0.8706861708822131,Xeyr,3058.823529411765
Chevrolet,Captiva,2008,Offroader / SUV,Ağ,2.4,-0.5389933431919041,Benzin,Avtomat,-0.6532836581361209,Xeyr,9941.176470588236
Toyota,Corolla,2006,Universal,Gümüşü,1.4,-0.9882981955276078,Dizel,Mexaniki,0.566125168619288,Xeyr,8764.70588235294
BMW,320,2017,Sedan,Qara,2.0,-0.0701534972763871,Benzin,Avtomat,-0.847419942087501,Xeyr,25700.0
Mercedes,C 240,1998,Sedan,Gümüşü,2.4,-0.20689845233507956,Benzin,Avtomat,1.4336813943412154,Xeyr,7764.705882352941
Hyundai,Santa Fe,2015,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.9289270560676272,Xeyr,20294.117647058825
Kia,Optima,2013,Sedan,Yaş Asfalt,2.0,0.8089212138152072,Benzin,Avtomat,0.637722630140557,Xeyr,12941.176470588236
Toyota,Prius,2009,Liftbek,Mavi,1.5,-1.1250431505863003,Hibrid,Avtomat,0.19120917705238266,Xeyr,9705.882352941177
Mercedes,E 260,2003,Sedan,Qara,2.6,-0.20689845233507956,Benzin,Avtomat,1.5113359079217676,Xeyr,9294.117647058823
Kia,Sorento,2009,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,-0.1679429482576706,Xeyr,15647.058823529413
Toyota,Camry,2021,Sedan,Qara,2.5,0.08612645136211854,Benzin,Avtomat,-1.3851774486328239,Xeyr,43000.0
Hyundai,i30,2007,Hetçbek,Tünd qırmızı,1.6,-0.7343432789900362,Dizel,Avtomat,0.43243321667617,Xeyr,8823.529411764706
Kia,Sportage,2013,Offroader / SUV,Qara,2.0,-0.0701534972763871,Dizel,Avtomat,-0.23589064764065362,Xeyr,17941.176470588234
Hyundai,Sonata,2009,Sedan,Qara,2.4,-0.16782846517545313,Benzin,Avtomat,1.2123660306366422,Xeyr,10294.117647058823
BMW,535,2012,Sedan,Ağ,3.0,1.1214811110922185,Benzin,Avtomat,0.2785705048305037,Xeyr,21900.0
LADA (VAZ),Niva,2020,Offroader / SUV,Yaş Asfalt,1.7,-1.0859731634266738,Benzin,Mexaniki,-0.9736085266558981,Xeyr,11058.823529411766
Toyota,Prado,2012,Offroader / SUV,Qara,2.7,-0.23620094270479935,Benzin,Avtomat,-0.682404100728828,Xeyr,29900.0
Hyundai,Santa Fe,2017,Offroader / SUV,Yaş Asfalt,2.4,-0.031083510116760697,Benzin,Avtomat,-1.1386243680145711,Xeyr,29500.0
BMW,528,2016,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,0.4144659035964698,Xeyr,23500.0
Kia,Sorento,2002,Offroader / SUV,Gümüşü,2.5,-0.16782846517545313,Dizel,Avtomat,2.695567240025186,Xeyr,8764.70588235294
BMW,X5,2004,Offroader / SUV,Qara,4.8,1.648925937747175,Benzin,Avtomat,2.016090246195356,Xeyr,14882.35294117647
Toyota,Land Cruiser,2010,Offroader / SUV,Qara,4.0,0.88706118813446,Benzin,Avtomat,0.0642925814191679,Xeyr,41900.0
Kia,Rio,2005,Hetçbek,Qara,1.5,-0.7929482597294757,Dizel,Mexaniki,1.2880791813776804,Xeyr,6882.352941176471
BMW,528,2011,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,-0.25821632029506236,Xeyr,22800.0
Hyundai,Sonata,2018,Sedan,Boz,2.0,0.5256638069079157,Hibrid,Avtomat,-1.064124569048229,Xeyr,24800.0
Nissan,Sunny,2013,Sedan,Ağ,1.5,-0.9492282083679814,Benzin,Avtomat,0.32710457581834873,Xeyr,9882.35294117647
LADA (VAZ),2107,2009,Sedan,Ağ,1.6,-1.1641131377459266,Benzin,Mexaniki,-0.3358708338756144,Xeyr,4000.0
Hyundai,Accent,2018,Sedan,Yaş Asfalt,1.6,-0.4999233560322776,Benzin,Avtomat,-0.818299499494794,Xeyr,14117.64705882353
Mercedes,E 200,2018,Sedan,Ağ,2.0,-0.4022483881332116,Dizel,Avtomat,1.6472313066877335,Xeyr,31176.470588235294
Hyundai,Matrix,2006,Minivan,Göy,1.5,-0.7929482597294757,Dizel,Mexaniki,1.302503507275268,Xeyr,6176.470588235295
Mercedes,E 180,2005,Sedan,Ağ,1.8,-0.47062086566255784,Benzin,Avtomat,2.2650409099204083,Xeyr,9411.764705882353
Mercedes,Vito,2015,Minivan,Ağ,2.0,0.19356891605109117,Benzin,Avtomat,0.9556207951109419,Xeyr,26764.70588235294
Hyundai,Elantra,2013,Sedan,Ağ,1.8,-0.4022483881332116,Benzin,Avtomat,0.6333739773800461,Xeyr,13000.0
BMW,320,2013,Sedan,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,0.2543034693365812,Xeyr,18500.0
Nissan,Tiida,2012,Hetçbek,Qara,1.5,-0.8027157565193823,Benzin,Avtomat,-1.0033987394282373,Xeyr,8941.176470588236
Hyundai,Elantra,2023,Sedan,Qara,2.0,-0.4022483881332116,Benzin,Avtomat,-1.4783628649294864,Bəli,27000.0
Mercedes,GLC 300,2018,Offroader / SUV,Ağ,2.0,0.5256638069079157,Benzin,Avtomat,-0.6047495871482759,Xeyr,29800.0
Land Rover,Range Rover,2017,Offroader / SUV,Qara,3.0,1.0628761303527787,Dizel,Avtomat,0.9386338702651962,Xeyr,73600.0
BMW,330,2019,Sedan,Qara,2.0,0.6526412651767015,Benzin,Avtomat,-1.1968652531999853,Xeyr,39900.0
Mercedes,Sprinter 313,2008,Furqon,Tünd qırmızı,2.2,-0.6073658207212502,Dizel,Mexaniki,-1.228897740051963,Xeyr,13647.058823529413
Kia,Sorento,2013,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,-0.007780513997781976,Xeyr,19705.88235294118
BMW,iX,2023,Offroader / SUV,Qara,0.0,1.3265985436802572,Elektro,Avtomat,-1.4783628649294864,Bəli,113999.40000000001
Hyundai,Elantra,2013,Sedan,Ağ,1.8,-0.4022483881332116,Benzin,Avtomat,0.6333739773800461,Xeyr,13000.0
BMW,320,2013,Sedan,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,0.2543034693365812,Xeyr,18500.0
Chevrolet,Equinox,2018,Offroader / SUV,Qara,1.5,-0.20689845233507956,Benzin,Avtomat,-0.25530427603579164,Xeyr,14588.235294117647
Toyota,Prius,2008,Liftbek,Qara,1.5,-1.1250431505863003,Hibrid,Avtomat,0.7382852252273718,Xeyr,9117.64705882353
Kia,Optima,2014,Sedan,Qara,2.0,-0.25573593628461255,Benzin,Avtomat,-0.4882678167774478,Xeyr,15647.058823529413
Toyota,Corolla,2006,Hetçbek,Göy,1.4,-0.9882981955276078,Dizel,Mexaniki,1.0240538352038033,Xeyr,8235.29411764706
LADA (VAZ),2105,2008,Pikap,Göy,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.7018177291239659,Xeyr,8823.529411764706
Mercedes,E 280,1994,Sedan,Göy,2.8,0.01775397383277232,Benzin,Avtomat,1.418762020919552,Xeyr,4411.764705882353
Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.4,-0.16782846517545313,Benzin,Avtomat,0.18373493012025452,Xeyr,14705.882352941177
Hyundai,H-1,2011,Minivan,Qara,2.5,-0.20689845233507956,Dizel,Mexaniki,0.6328692230417724,Xeyr,14882.35294117647
Mercedes,S 450,2019,Sedan,Ağ,3.0,1.7172984152765212,Benzin,Avtomat,-1.2648129525829683,Xeyr,93999.0
Nissan,Note,2014,Hetçbek,Yaş Asfalt,1.2,-0.910158221208355,Benzin,Avtomat,-1.0670754405642902,Xeyr,8764.70588235294
Nissan,Note,2014,Hetçbek,Qəhvəyi,1.2,-0.910158221208355,Benzin,Avtomat,-1.1148232596021321,Xeyr,8647.058823529413
Mercedes,E 240,2000,Sedan,Yaş Asfalt,2.6,-0.13852597480573334,Benzin,Avtomat,1.4336813943412154,Xeyr,3529.4117647058824
Hyundai,Grandeur,2016,Sedan,Qara,2.4,-0.11899098122592013,Benzin,Avtomat,-0.4397337457896028,Xeyr,21470.58823529412
Toyota,Camry,2021,Sedan,Qara,2.5,0.08612645136211854,Benzin,Avtomat,-1.022142597643743,Xeyr,32900.0
Kia,Sorento,2015,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,-0.26501109023336067,Xeyr,26058.823529411766
Nissan,Note,2015,Hetçbek,Tünd qırmızı,1.2,-0.910158221208355,Benzin,Avtomat,-1.1774516248048472,Xeyr,8764.70588235294
Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,0.725083957918678,Xeyr,16588.235294117647
Hyundai,Santa Fe,2015,Offroader / SUV,Ağ,2.2,0.08612645136211854,Dizel,Avtomat,0.2688636906329347,Xeyr,25764.70588235294
BMW,528,2014,Sedan,Yaş Asfalt,2.0,0.5256638069079157,Benzin,Avtomat,0.39622679971923763,Xeyr,20300.0
Land Rover,Range Rover,2023,Offroader / SUV,Qara,4.4,3.3094003920312973,Benzin,Avtomat,-1.4783628649294864,Bəli,318500.0
Land Rover,Discovery,2013,Offroader / SUV,Qara,3.0,0.6331062715968883,Dizel,Avtomat,0.5309476739672979,Xeyr,28800.0
Mercedes,E 350,2010,Kupe,Qara,3.5,0.789386220235394,Benzin,Avtomat,-0.42032011739446473,Xeyr,22900.0
Hyundai,Grandeur,2016,Sedan,Qara,2.4,-0.11899098122592013,Benzin,Avtomat,-0.4397337457896028,Xeyr,21470.58823529412
Toyota,Camry,2021,Sedan,Qara,2.5,0.08612645136211854,Benzin,Avtomat,-1.022142597643743,Xeyr,32900.0
LADA (VAZ),2107,2008,Sedan,Qırmızı,1.5,-1.2324856152752728,Benzin,Mexaniki,-1.0896826108304283,Xeyr,3264.7058823529414
Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,0.589188559152712,Xeyr,14411.764705882353
Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,1.1424769684141454,Xeyr,16470.58823529412
Hyundai,Sonata,2009,Sedan,Qara,2.4,-0.16782846517545313,Benzin,Avtomat,1.2123660306366422,Xeyr,10294.117647058823
Nissan,Juke,2013,Offroader / SUV,Ağ,1.6,-0.7245757822001295,Benzin,Avtomat,-0.3523724180114817,Xeyr,12058.823529411766
Hyundai,i30,2009,Universal,Qara,1.6,-0.7343432789900362,Dizel,Mexaniki,0.6558355454332208,Xeyr,9117.64705882353
Mercedes,GLC 220,2021,Offroader / SUV,Boz,2.0,0.02752147062267892,Dizel,Avtomat,-1.3327606519659514,Xeyr,63200.0
Mercedes,B 180,2011,Hetçbek,Qara,1.6,-0.6757382982505965,Benzin,Avtomat,-0.9736085266558981,Xeyr,8647.058823529413
Land Rover,RR Evoque,2014,Offroader / SUV,Ağ,2.0,0.4768263229583827,Benzin,Avtomat,-0.6338700297409829,Xeyr,27800.0
Toyota,Auris,2007,Hetçbek,Qızılı,1.4,-0.9882981955276078,Dizel,Mexaniki,0.5600681165600049,Xeyr,7764.705882352941
Chevrolet,Cruze,2013,Sedan,Boz,1.4,-0.4999233560322776,Benzin,Avtomat,0.70567032952354,Xeyr,8352.94117647059
LADA (VAZ),Niva,2015,Offroader / SUV,Ağ,1.7,-1.0859731634266738,Benzin,Mexaniki,-0.7018177291239659,Xeyr,7176.470588235295
Opel,Astra,2006,Hetçbek,Gümüşü,1.4,-0.9882981955276078,Benzin,Mexaniki,0.676549886930833,Xeyr,6705.882352941177
Mercedes,E 230,1997,Sedan,Gümüşü,2.3,-0.4022483881332116,Benzin,Avtomat,-0.5076814451725858,Xeyr,2941.1764705882356
Mercedes,C 240,2001,Sedan,Gümüşü,2.4,-0.20689845233507956,Benzin,Avtomat,2.210226530146736,Xeyr,6176.470588235295
Kia,K2700,2023,Yük maşını,Ağ,2.7,-0.5975983239313437,Dizel,Mexaniki,-1.4783628649294864,Bəli,19941.176470588234
BMW,525,2007,Sedan,Qara,2.5,0.2619413935804374,Benzin,Avtomat,1.5530752089713142,Xeyr,12470.588235294117
Mercedes,C 200,1996,Sedan,Gümüşü,2.0,-0.5389933431919041,Benzin,Avtomat,1.0259951980433173,Xeyr,5470.588235294118
Kia,Ceed,2011,Universal,Qara,1.6,-0.7441107757799427,Dizel,Avtomat,0.6993803139235153,Xeyr,10705.882352941177
Mercedes,C 200,2001,Sedan,Qırmızı,2.0,-0.27527092986442575,Benzin,Avtomat,1.8057047552772452,Xeyr,6764.705882352941
Kia,Rio,2015,Sedan,Yaş Asfalt,1.4,-0.8222507500991956,Benzin,Avtomat,-0.5562155161604309,Xeyr,12058.823529411766
Hyundai,Elantra,2007,Sedan,Ağ,1.6,-0.7441107757799427,Dizel,Avtomat,0.6005358249496701,Xeyr,10705.882352941177
BMW,X5,2014,Offroader / SUV,Qara,3.0,1.1214811110922185,Benzin,Avtomat,-0.9279864999273237,Xeyr,36800.0
Kia,Sorento,2011,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.33001662007761945,Xeyr,15470.588235294119
Mercedes,C 240,2004,Sedan,Qara,2.4,-0.20689845233507956,Benzin,Avtomat,1.4358363070930757,Xeyr,7470.588235294118
