,Mark,Model,Year,Body_type,Color,Capacity,HorsePowers,EngineType,Transmission,Mileage,Is_new,Price,Price_currency,Link
167,Toyota,Camry,2022,Sedan,Ağ,2.5,218,Hibrid,Avtomat,0,Bəli,39999,USD,https://turbo.az//autos/6766581-toyota-camry
168,Nissan,Tiida,2012,Hetçbek,Qara,1.5,109,Benzin,Avtomat,42512,Xeyr,14800,AZN,https://turbo.az//autos/7253974-nissan-tiida
169,Audi,A6,2011,Sedan,Qara,2.8,220,Benzin,Avtomat,180000,Xeyr,18500,USD,https://turbo.az//autos/7440345-audi-a6
170,Nissan,Tiida,2012,Hetçbek,Qara,1.5,109,Benzin,Avtomat,57952,Xeyr,14600,AZN,https://turbo.az//autos/7307940-nissan-tiida
171,Toyota,Prado,2009,Offroader / SUV,Ağ,2.7,163,Benzin,Avtomat,165000,Xeyr,35500,AZN,https://turbo.az//autos/7426031-toyota-prado
172,Nissan,Note,2015,Hetçbek,Ağ,1.2,98,Benzin,Avtomat,38152,Xeyr,15200,AZN,https://turbo.az//autos/7315599-nissan-note
173,Nissan,Tiida,2012,Hetçbek,Gümüşü,1.5,109,Benzin,Avtomat,35478,Xeyr,15000,AZN,https://turbo.az//autos/7318186-nissan-tiida
174,Nissan,Note,2013,Hetçbek,Bənövşəyi,1.2,79,Benzin,Avtomat,27851,Xeyr,14700,AZN,https://turbo.az//autos/7356768-nissan-note
175,Nissan,Note,2013,Hetçbek,Qara,1.2,98,Benzin,Avtomat,42187,Xeyr,14800,AZN,https://turbo.az//autos/7356785-nissan-note
176,Nissan,Sunny,2008,Sedan,Qızılı,1.6,107,Benzin,Avtomat,221000,Xeyr,13500,AZN,https://turbo.az//autos/7440360-nissan-sunny
177,Nissan,Tiida,2012,Hetçbek,Qızılı,1.5,109,Benzin,Avtomat,48751,Xeyr,14500,AZN,https://turbo.az//autos/7356838-nissan-tiida
178,Nissan,Note,2014,Hetçbek,Ağ,1.2,98,Benzin,Avtomat,42253,Xeyr,14400,AZN,https://turbo.az//autos/7374060-nissan-note
179,LADA (VAZ),Niva,2018,Offroader / SUV,Yaş Asfalt,1.7,83,Benzin,Mexaniki,75000,Xeyr,14300,AZN,https://turbo.az//autos/7410642-lada-vaz-niva
180,Land Rover,Range Rover,2012,Offroader / SUV,Qara,5.0,510,Benzin,Avtomat,148333,Xeyr,34700,USD,https://turbo.az//autos/7339374-land-rover-range-rover
181,Ford,Bronco Sport,2021,Offroader / SUV,Boz,2.0,250,Benzin,Avtomat,0,Bəli,63500,USD,https://turbo.az//autos/6622793-ford-bronco-sport
182,Changan,Benni E-Star,2022,Hetçbek,Ağ,0.0,75,Elektro,Avtomat,0,Bəli,28900,AZN,https://turbo.az//autos/6947353-changan-benni-e-star
183,Changan,CS 35 PLUS,2022,Offroader / SUV,Göy,1.4,158,Benzin,Avtomat,0,Bəli,35900,AZN,https://turbo.az//autos/6365436-changan-cs-35-plus
184,Volvo,XC60,2012,Offroader / SUV,Bej,3.0,304,Benzin,Avtomat,204559,Xeyr,17900,USD,https://turbo.az//autos/7363402-volvo-xc60
185,Toyota,Prius,2007,Liftbek,Qara,1.5,76,Hibrid,Avtomat,250000,Xeyr,12900,AZN,https://turbo.az//autos/7433103-toyota-prius
186,BMW,X5,2023,Offroader / SUV,Qara,2.0,231,Dizel,Avtomat,0,Bəli,90999,USD,https://turbo.az//autos/7415733-bmw-x5
187,Opel,Astra,2007,Sedan,Qara,1.6,115,Benzin,Robotlaşdırılmış,122000,Xeyr,10500,AZN,https://turbo.az//autos/7406607-opel-astra
188,Yamaha,XV950 Bolt ,2014,Motosiklet,Yaşıl,1.0,52,Benzin,Mexaniki,8200,Xeyr,15555,AZN,https://turbo.az//autos/7376519-yamaha-xv950-bolt
189,Ford,Transit,2010,Yük maşını,Ağ,2.2,125,Dizel,Mexaniki,175000,Xeyr,25000,AZN,https://turbo.az//autos/7399303-ford-transit
190,Mercedes,C 250,2012,Sedan,Qara,1.8,204,Benzin,Avtomat,96000,Xeyr,16300,USD,https://turbo.az//autos/7417578-mercedes-c-250
191,Mercedes,C 230,1998,Sedan,Qızılı,2.3,193,Benzin,Avtomat,478780,Xeyr,10600,AZN,https://turbo.az//autos/7404075-mercedes-c-230
192,LADA (VAZ),Niva,2018,Offroader / SUV,Yaş Asfalt,1.7,83,Benzin,Mexaniki,75000,Xeyr,14300,AZN,https://turbo.az//autos/7410642-lada-vaz-niva
193,Nissan,Micra,2013,Hetçbek,Qara,1.2,80,Benzin,Avtomat,42513,Xeyr,13300,AZN,https://turbo.az//autos/7400632-nissan-micra
194,Kia,Sorento,2009,Offroader / SUV,Boz,2.0,184,Dizel,Avtomat,280000,Xeyr,25800,AZN,https://turbo.az//autos/7440353-kia-sorento
195,LADA (VAZ),21099,2002,Sedan,Gümüşü,1.6,81,Benzin,Mexaniki,254646,Xeyr,6200,AZN,https://turbo.az//autos/7440357-lada-vaz-21099
196,Toyota,Camry,2015,Sedan,Qara,2.5,200,Hibrid,Avtomat,182000,Xeyr,30000,AZN,https://turbo.az//autos/7348475-toyota-camry
197,Toyota,Highlander,2022,Offroader / SUV,Qara,2.5,243,Hibrid,Avtomat,0,Bəli,60999,USD,https://turbo.az//autos/6849275-toyota-highlander
198,Nissan,Note,2013,Hetçbek,Tünd qırmızı,1.2,98,Benzin,Avtomat,46827,Xeyr,14500,AZN,https://turbo.az//autos/7400822-nissan-note
199,Nissan,Tiida,2012,Sedan,Gümüşü,1.5,109,Benzin,Avtomat,37438,Xeyr,15300,AZN,https://turbo.az//autos/7433453-nissan-tiida
200,Nissan,Tiida,2012,Hetçbek,Qara,1.5,109,Benzin,Avtomat,25550,Xeyr,15200,AZN,https://turbo.az//autos/7433484-nissan-tiida
201,Nissan,Micra,2014,Hetçbek,Qara,1.2,80,Benzin,Avtomat,35600,Xeyr,13200,AZN,https://turbo.az//autos/7433491-nissan-micra
202,Nissan,Note,2014,Hetçbek,Gümüşü,1.2,98,Benzin,Avtomat,63633,Xeyr,14600,AZN,https://turbo.az//autos/7433499-nissan-note
203,Kia,Carnival,2014,Minivan,Qara,2.2,202,Dizel,Avtomat,195000,Xeyr,41500,AZN,https://turbo.az//autos/7440362-kia-carnival
204,Mercedes,S 350,2015,Sedan,Qara,3.0,249,Dizel,Avtomat,97000,Xeyr,51999,USD,https://turbo.az//autos/6915358-mercedes-s-350
205,BMW,528,2015,Sedan,Yaş Asfalt,2.0,245,Benzin,Avtomat,134000,Xeyr,25900,USD,https://turbo.az//autos/7405568-bmw-528
206,Mercedes,C 300,2022,Sedan,Ağ,2.0,211,Plug-in Hibrid,Avtomat,0,Bəli,70999,USD,https://turbo.az//autos/6933936-mercedes-c-300
207,Kia,Rio X-Line,2021,Offroader / SUV,Ağ,1.6,124,Benzin,Avtomat,19600,Xeyr,34800,AZN,https://turbo.az//autos/7390695-kia-rio-x-line
208,Land Rover,Range Rover,2018,Offroader / SUV,Qara,5.0,525,Benzin,Avtomat,27000,Xeyr,147999,USD,https://turbo.az//autos/6938337-land-rover-range-rover
209,Land Rover,Range Rover,2014,Offroader / SUV,Qara,5.0,510,Benzin,Avtomat,139000,Xeyr,74999,USD,https://turbo.az//autos/6972904-land-rover-range-rover
210,Mercedes,GLS 450,2022,Offroader / SUV,Gümüşü,3.0,367,Benzin,Avtomat,0,Bəli,149999,USD,https://turbo.az//autos/6979562-mercedes-gls-450
211,Land Rover,Defender,2022,Offroader / SUV,Boz,3.0,300,Dizel,Avtomat,0,Bəli,152999,USD,https://turbo.az//autos/6991429-land-rover-defender
212,Mercedes,GLS 450,2022,Offroader / SUV,Qara,3.0,367,Benzin,Avtomat,0,Bəli,135999,USD,https://turbo.az//autos/7000803-mercedes-gls-450
213,Nissan,Maxima,1998,Sedan,Yaşıl,3.0,193,Benzin,Mexaniki,275000,Xeyr,3800,AZN,https://turbo.az//autos/7425827-nissan-maxima
214,Hyundai,Elantra,2014,Sedan,Qara,1.8,150,Benzin,Avtomat,222000,Xeyr,21800,AZN,https://turbo.az//autos/7421792-hyundai-elantra
215,Toyota,RAV4,2022,Offroader / SUV,Ağ,2.5,218,Hibrid,Avtomat,0,Bəli,41999,USD,https://turbo.az//autos/7006897-toyota-rav4
216,Geely,Coolray,2023,Offroader / SUV,Gümüşü,1.5,177,Benzin,Avtomat,0,Bəli,39900,AZN,https://turbo.az//autos/7020319-geely-coolray
217,Mercedes,GLC 300 e 4Matic Coupe,2023,Offroader / SUV,Qara,2.0,315,Plug-in Hibrid,Avtomat,0,Bəli,78999,USD,https://turbo.az//autos/7413722-mercedes-glc-300-e-4matic-coupe
218,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,185111,Xeyr,26300,AZN,https://turbo.az//autos/7402295-hyundai-santa-fe
219,Changan,Eado Plus,2022,Sedan,Ağ,1.4,158,Benzin,Avtomat,0,Bəli,33900,AZN,https://turbo.az//autos/6577537-changan-eado-plus
220,LADA (VAZ),2106,2004,Sedan,Göy,1.6,75,Benzin,Mexaniki,74214,Xeyr,6500,AZN,https://turbo.az//autos/7427096-lada-vaz-2106
221,Chevrolet,Epica,2008,Sedan,Qəhvəyi,2.0,150,Dizel,Avtomat,285000,Xeyr,13900,AZN,https://turbo.az//autos/7368508-chevrolet-epica
222,Lexus,RX 350,2023,Offroader / SUV,Göy,2.4,301,Benzin,Avtomat,0,Bəli,76500,USD,https://turbo.az//autos/7137878-lexus-rx-350
223,LADA (VAZ),Priora,2013,Sedan,Ağ,1.6,98,Benzin,Mexaniki,69125,Xeyr,10500,AZN,https://turbo.az//autos/7404194-lada-vaz-priora
224,LADA (VAZ),2106,1991,Sedan,Qırmızı,1.5,65,Benzin,Mexaniki,18000,Xeyr,3300,AZN,https://turbo.az//autos/7410884-lada-vaz-2106
225,Mercedes,E 220,2019,Sedan,Qara,2.2,170,Dizel,Avtomat,48000,Xeyr,47500,USD,https://turbo.az//autos/7401340-mercedes-e-220
226,Land Rover,RR Sport,2006,Offroader / SUV,Ağ,4.4,300,Benzin,Avtomat,262323,Xeyr,27750,AZN,https://turbo.az//autos/7408566-land-rover-rr-sport
227,Daewoo,Nexia,2006,Sedan,Ağ,1.5,85,Benzin,Mexaniki,222338,Xeyr,6200,AZN,https://turbo.az//autos/7415826-daewoo-nexia
228,Mercedes,GLS 450,2022,Offroader / SUV,Qara,3.0,367,Benzin,Avtomat,0,Bəli,135999,USD,https://turbo.az//autos/7000803-mercedes-gls-450
229,Nissan,Maxima,1998,Sedan,Yaşıl,3.0,193,Benzin,Mexaniki,275000,Xeyr,3800,AZN,https://turbo.az//autos/7425827-nissan-maxima
230,Hyundai,Elantra,2014,Sedan,Qara,1.8,150,Benzin,Avtomat,222000,Xeyr,21800,AZN,https://turbo.az//autos/7421792-hyundai-elantra
231,Toyota,RAV4,2022,Offroader / SUV,Ağ,2.5,218,Hibrid,Avtomat,0,Bəli,41999,USD,https://turbo.az//autos/7006897-toyota-rav4
232,Hyundai,Grandeur,2013,Sedan,Ağ,2.4,180,Benzin,Avtomat,214000,Xeyr,25900,AZN,https://turbo.az//autos/7440347-hyundai-grandeur
233,Peugeot,405,2020,Sedan,Ağ,1.6,95,Benzin,Mexaniki,115000,Xeyr,11300,AZN,https://turbo.az//autos/7440359-peugeot-405
234,Toyota,Highlander,2021,Offroader / SUV,Ağ,2.5,249,Hibrid,Avtomat,6000,Xeyr,61999,USD,https://turbo.az//autos/7016625-toyota-highlander
235,Toyota,Highlander,2022,Offroader / SUV,Qara,2.5,218,Hibrid,Avtomat,0,Bəli,61999,USD,https://turbo.az//autos/7017068-toyota-highlander
236,BMW,X7,2021,Offroader / SUV,Qara,3.0,340,Benzin,Avtomat,41000,Xeyr,120000,USD,https://turbo.az//autos/7266787-bmw-x7
237,Mercedes,C 320,2001,Sedan,Gümüşü,3.2,218,Benzin,Avtomat,401000,Xeyr,11200,AZN,https://turbo.az//autos/7369189-mercedes-c-320
238,Mercedes,GLS 450,2022,Offroader / SUV,Qara,3.0,367,Benzin,Avtomat,0,Bəli,147000,USD,https://turbo.az//autos/7021343-mercedes-gls-450
239,Kia,Sorento,2014,Offroader / SUV,Ağ,2.4,175,Benzin,Avtomat,141000,Xeyr,31900,AZN,https://turbo.az//autos/7371533-kia-sorento
240,Hyundai,Sonata,2012,Sedan,Qara,2.0,165,Benzin,Avtomat,101000,Xeyr,22900,AZN,https://turbo.az//autos/7440348-hyundai-sonata
241,Kia,Stinger,2019,Liftbek,Ağ,2.0,247,Benzin,Avtomat,85000,Xeyr,25700,USD,https://turbo.az//autos/7341282-kia-stinger
242,Lexus,ES 300h,2021,Sedan,Göy,2.5,218,Hibrid,Avtomat,860,Xeyr,56999,USD,https://turbo.az//autos/7043315-lexus-es-300h
243,GAZ,31029,1994,Sedan,Qara,2.4,100,Benzin,Mexaniki,165000,Xeyr,2800,AZN,https://turbo.az//autos/7440351-gaz-31029
244,Mitsubishi,Outlander,2003,Offroader / SUV,Yaş Asfalt,2.4,142,Benzin,Avtomat,236451,Xeyr,11700,AZN,https://turbo.az//autos/7440346-mitsubishi-outlander
245,Mercedes,GLE 53 AMG,2020,Offroader / SUV,Ağ,3.0,435,Benzin,Avtomat,37000,Xeyr,95999,USD,https://turbo.az//autos/7061150-mercedes-gle-53-amg
246,Toyota,Camry,2023,Sedan,Qara,2.5,218,Hibrid,Avtomat,0,Bəli,42400,USD,https://turbo.az//autos/7236857-toyota-camry
247,Land Rover,Range Rover,2015,Offroader / SUV,Ağ,5.0,510,Benzin,Avtomat,101000,Xeyr,73999,USD,https://turbo.az//autos/7202277-land-rover-range-rover
248,Toyota,Camry,2023,Sedan,Ağ,2.5,218,Hibrid,Avtomat,0,Bəli,49900,USD,https://turbo.az//autos/7369244-toyota-camry
249,Toyota,Prado,2018,Offroader / SUV,Ağ,2.8,177,Dizel,Avtomat,56000,Xeyr,49999,USD,https://turbo.az//autos/7098680-toyota-prado
250,Toyota,Camry,2023,Sedan,Ağ,2.5,208,Hibrid,Avtomat,0,Bəli,42400,USD,https://turbo.az//autos/7294700-toyota-camry
251,Toyota,Prado,2019,Offroader / SUV,Ağ,2.8,177,Dizel,Avtomat,3500,Xeyr,60000,USD,https://turbo.az//autos/7378438-toyota-prado
252,BMW,X7,2023,Offroader / SUV,Qara,3.0,380,Benzin,Avtomat,0,Bəli,154000,USD,https://turbo.az//autos/7405474-bmw-x7
253,Kia,Seltos,2023,Offroader / SUV,Ağ,2.0,149,Benzin,Avtomat,0,Bəli,51400,AZN,https://turbo.az//autos/7278208-kia-seltos
254,Volkswagen,ID.6,2023,Offroader / SUV,Ağ,0.0,204,Elektro,Avtomat,0,Bəli,41500,USD,https://turbo.az//autos/7414679-volkswagen-id-6
255,GAZ,221717,2023,Mikroavtobus,Ağ,2.7,131,Benzin,Mexaniki,0,Bəli,37500,AZN,https://turbo.az//autos/6989447-gaz-221717
256,Mercedes,Sprinter 313,2010,Furqon,Boz,2.2,129,Dizel,Mexaniki,321214,Xeyr,24000,AZN,https://turbo.az//autos/7117192-mercedes-sprinter-313
257,BMW,X5,2023,Offroader / SUV,Qara,2.0,231,Dizel,Avtomat,0,Bəli,90999,USD,https://turbo.az//autos/7415733-bmw-x5
258,Toyota,Prius,2009,Liftbek,Ağ,1.5,76,Hibrid,Avtomat,138000,Xeyr,13800,AZN,https://turbo.az//autos/7416311-toyota-prius
259,Honda,Insight,2022,Sedan,Qara,1.5,109,Hibrid,Variator,5000,Xeyr,21500,USD,https://turbo.az//autos/7430841-honda-insight
260,BMW,320,2009,Sedan,Qara,2.0,170,Benzin,Avtomat,160000,Xeyr,17550,AZN,https://turbo.az//autos/7413634-bmw-320
261,BMW,520,2016,Sedan,Ağ,2.0,184,Dizel,Avtomat,100000,Xeyr,29900,USD,https://turbo.az//autos/7337005-bmw-520
262,Geely,Coolray,2022,Offroader / SUV,Qırmızı,1.5,150,Benzin,Avtomat,21600,Xeyr,34500,AZN,https://turbo.az//autos/7412729-geely-coolray
263,Mercedes,280 E,1978,Sedan,Mavi,2.8,182,Benzin,Avtomat,330550,Xeyr,14900,USD,https://turbo.az//autos/7423768-mercedes-280-e
264,Toyota,Prado,2019,Offroader / SUV,Ağ,2.8,177,Dizel,Avtomat,3500,Xeyr,60000,USD,https://turbo.az//autos/7378438-toyota-prado
265,Toyota,Camry,2023,Sedan,Qara,2.5,200,Hibrid,Avtomat,0,Bəli,44900,USD,https://turbo.az//autos/7227726-toyota-camry
266,Toyota,Avalon,2022,Sedan,Qara,2.5,218,Hibrid,Avtomat,0,Bəli,63999,USD,https://turbo.az//autos/7107278-toyota-avalon
267,Toyota,Camry,2023,Sedan,Ağ,2.5,181,Benzin,Avtomat,0,Bəli,51400,USD,https://turbo.az//autos/7261423-toyota-camry
268,Toyota,Camry,2023,Sedan,Ağ,2.5,208,Hibrid,Avtomat,0,Bəli,44900,USD,https://turbo.az//autos/7249545-toyota-camry
269,Mitsubishi,Pajero,1996,Offroader / SUV,Göy,2.8,125,Dizel,Avtomat,318150,Xeyr,12800,AZN,https://turbo.az//autos/7432192-mitsubishi-pajero
270,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0,190,Benzin,Avtomat,425000,Xeyr,22000,AZN,https://turbo.az//autos/7402718-mitsubishi-pajero
271,Volkswagen,ID.6,2022,Offroader / SUV,Göy,0.0,204,Elektro,Avtomat,0,Bəli,40999,USD,https://turbo.az//autos/7156504-volkswagen-id-6
272,Mercedes,GL 63 AMG,2014,Offroader / SUV,Qara,5.5,557,Benzin,Avtomat,91000,Xeyr,47999,USD,https://turbo.az//autos/7156952-mercedes-gl-63-amg
273,Honda,CBR 600,2007,Motosiklet,Ağ,0.6,121,Benzin,Mexaniki,460000,Xeyr,11500,AZN,https://turbo.az//autos/7285694-honda-cbr-600
274,Ford,Fusion,2020,Sedan,Qara,1.5,181,Benzin,Avtomat,39000,Xeyr,26800,AZN,https://turbo.az//autos/7415817-ford-fusion
275,Mercedes,C 200,2019,Sedan,Qara,1.5,184,Benzin,Avtomat,65000,Xeyr,34500,USD,https://turbo.az//autos/7410390-mercedes-c-200
276,Land Rover,Defender,2020,Offroader / SUV,Qara,3.0,400,Benzin,Avtomat,12000,Xeyr,128999,USD,https://turbo.az//autos/7207649-land-rover-defender
277,Chevrolet,Aveo,2012,Sedan,Tünd qırmızı,1.5,86,Benzin,Avtomat,152000,Xeyr,12800,AZN,https://turbo.az//autos/7332752-chevrolet-aveo
278,Toyota,RAV4,2023,Offroader / SUV,Ağ,2.5,218,Hibrid,Avtomat,0,Bəli,39900,USD,https://turbo.az//autos/7412788-toyota-rav4
279,Mercedes,GLE 350 Coupe,2022,Offroader / SUV,Qara,2.0,315,Plug-in Hibrid,Avtomat,0,Bəli,122999,USD,https://turbo.az//autos/7264837-mercedes-gle-350-coupe
280,Opel,Astra,2006,Hetçbek,Yaş Asfalt,1.4,90,Benzin,Mexaniki,201412,Xeyr,12300,AZN,https://turbo.az//autos/7440340-opel-astra
281,Mercedes,Vito 111,2007,Mikroavtobus,Gümüşü,2.2,116,Dizel,Mexaniki,300000,Xeyr,24500,AZN,https://turbo.az//autos/7440341-mercedes-vito-111
282,Hyundai,Sonata,2021,Sedan,Yaş Asfalt,1.6,183,Benzin,Avtomat,23000,Xeyr,29000,USD,https://turbo.az//autos/7433343-hyundai-sonata
283,Land Rover,Range Rover,2014,Offroader / SUV,Qara,5.0,510,Benzin,Avtomat,76140,Xeyr,71999,USD,https://turbo.az//autos/7264852-land-rover-range-rover
284,Kia,Sportage,2011,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,130885,Xeyr,26500,AZN,https://turbo.az//autos/7405625-kia-sportage
285,Toyota,RAV4,2022,Offroader / SUV,Boz,2.0,173,Benzin,Avtomat,0,Bəli,37500,USD,https://turbo.az//autos/6090414-toyota-rav4
286,Audi,Q7,2015,Offroader / SUV,Qəhvəyi,3.0,333,Benzin,Avtomat,73500,Xeyr,44800,USD,https://turbo.az//autos/7372034-audi-q7
287,Opel,Vectra,1995,Liftbek,Tünd qırmızı,2.0,136,Benzin,Mexaniki,300000,Xeyr,3600,AZN,https://turbo.az//autos/7438862-opel-vectra
288,Mercedes,GLS 450,2021,Offroader / SUV,Ağ,3.0,367,Benzin,Avtomat,34000,Xeyr,122999,USD,https://turbo.az//autos/7309957-mercedes-gls-450
289,Nissan,Tiida,2012,Hetçbek,Tünd qırmızı,1.5,109,Benzin,Avtomat,43000,Xeyr,14700,AZN,https://turbo.az//autos/7313984-nissan-tiida
290,Porsche,718 Boxster,2023,Rodster,Qara,2.0,300,Benzin,Avtomat,0,Bəli,79500,EUR,https://turbo.az//autos/7365187-porsche-718-boxster
291,Mercedes,E 200,2016,Sedan,Boz,2.0,184,Benzin,Avtomat,180000,Xeyr,37900,USD,https://turbo.az//autos/7333923-mercedes-e-200
292,LADA (VAZ),Niva,2020,Offroader / SUV,Yaş Asfalt,1.7,80,Benzin,Mexaniki,52000,Xeyr,18800,AZN,https://turbo.az//autos/7395737-lada-vaz-niva
293,Land Rover,Range Rover,2009,Offroader / SUV,Ağ,4.2,396,Benzin,Avtomat,184000,Xeyr,25500,USD,https://turbo.az//autos/7399285-land-rover-range-rover
294,Kia,Sorento,2022,Offroader / SUV,Ağ,1.6,230,Hibrid,Avtomat,11000,Xeyr,44800,USD,https://turbo.az//autos/7395057-kia-sorento
295,Mercedes,C 220,2007,Sedan,Qara,2.2,170,Dizel,Mexaniki,330563,Xeyr,17000,AZN,https://turbo.az//autos/7323372-mercedes-c-220
296,Lexus,CT 200h,2011,Hetçbek,Qara,1.8,134,Hibrid,Variator,206886,Xeyr,23800,AZN,https://turbo.az//autos/7337365-lexus-ct-200h
297,Mercedes,Vito 111,2005,Minivan,Yaşıl,2.2,116,Dizel,Mexaniki,999999,Xeyr,19700,AZN,https://turbo.az//autos/7381980-mercedes-vito-111
298,Hyundai,ix35,2015,Offroader / SUV,Ağ,2.0,184,Benzin,Avtomat,104607,Xeyr,29300,AZN,https://turbo.az//autos/7222623-hyundai-ix35
299,Mercedes,CLS 500,2012,Sedan,Ağ,4.7,408,Benzin,Avtomat,148200,Xeyr,26500,USD,https://turbo.az//autos/7335800-mercedes-cls-500
300,Audi,Q7,2015,Offroader / SUV,Qəhvəyi,3.0,333,Benzin,Avtomat,73500,Xeyr,44800,USD,https://turbo.az//autos/7372034-audi-q7
301,Opel,Vectra,1995,Liftbek,Tünd qırmızı,2.0,136,Benzin,Mexaniki,300000,Xeyr,3600,AZN,https://turbo.az//autos/7438862-opel-vectra
302,Mercedes,GLS 450,2020,Offroader / SUV,Qara,3.0,367,Benzin,Avtomat,32000,Xeyr,105999,USD,https://turbo.az//autos/7318715-mercedes-gls-450
303,Opel,Astra,2008,Universal,Boz,1.6,115,Benzin,Mexaniki,250000,Xeyr,11000,AZN,https://turbo.az//autos/7182572-opel-astra
304,Lexus,NX 300h,2021,Offroader / SUV,Qara,2.5,155,Hibrid,Avtomat,0,Bəli,53999,USD,https://turbo.az//autos/7351436-lexus-nx-300h
305,Nissan,Juke,2012,Offroader / SUV,Ağ,1.6,117,Benzin,Avtomat,110000,Xeyr,19800,AZN,https://turbo.az//autos/7440336-nissan-juke
306,Lexus,LX 570,2018,Offroader / SUV,Qara,5.7,367,Benzin,Avtomat,60000,Xeyr,135999,USD,https://turbo.az//autos/7359504-lexus-lx-570
307,BMW,X5,2023,Offroader / SUV,Göy,2.0,231,Dizel,Avtomat,850,Xeyr,87999,USD,https://turbo.az//autos/7369074-bmw-x5
308,Nissan,Sentra,2020,Sedan,Qara,2.0,149,Benzin,Avtomat,33000,Xeyr,23500,USD,https://turbo.az//autos/7440285-nissan-sentra
309,Mercedes,S 500,2013,Sedan,Qara,4.7,435,Benzin,Avtomat,110000,Xeyr,46000,USD,https://turbo.az//autos/7388581-mercedes-s-500
310,Toyota,Camry,2020,Sedan,Qara,2.5,181,Benzin,Avtomat,35000,Xeyr,31999,USD,https://turbo.az//autos/7405942-toyota-camry
311,LADA (VAZ),2115,2011,Sedan,Qara,1.5,75,Benzin,Mexaniki,330000,Xeyr,6250,AZN,https://turbo.az//autos/7223359-lada-vaz-2115
312,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.4,175,Benzin,Avtomat,141000,Xeyr,24800,AZN,https://turbo.az//autos/7384276-hyundai-santa-fe
313,LADA (VAZ),Niva,2010,Offroader / SUV,Ağ,1.7,80,Benzin,Mexaniki,250000,Xeyr,7500,AZN,https://turbo.az//autos/7440335-lada-vaz-niva
314,BMW,530e,2019,Sedan,Yaş Asfalt,2.0,292,Plug-in Hibrid,Avtomat,46700,Xeyr,51500,USD,https://turbo.az//autos/7411667-bmw-530e
315,Lexus,LX 500d,2023,Offroader / SUV,Qara,3.3,300,Dizel,Avtomat,0,Bəli,163999,USD,https://turbo.az//autos/7416568-lexus-lx-500d
316,LADA (VAZ),21099,1997,Sedan,Göy,1.6,75,Benzin,Mexaniki,235685,Xeyr,4800,AZN,https://turbo.az//autos/7440334-lada-vaz-21099
317,Khazar,SD,2021,Sedan,Ağ,1.7,113,Benzin,Mexaniki,90000,Xeyr,17500,AZN,https://turbo.az//autos/7418176-khazar-sd
318,Hyundai,Elantra,2020,Sedan,Göy,2.0,150,Benzin,Avtomat,39500,Xeyr,31500,AZN,https://turbo.az//autos/7421447-hyundai-elantra
319,Hyundai,Santa Fe,2012,Offroader / SUV,Qara,2.0,184,Dizel,Avtomat,65000,Xeyr,31700,AZN,https://turbo.az//autos/7420979-hyundai-santa-fe
320,Land Rover,Range Rover,2023,Offroader / SUV,Qara,4.4,530,Benzin,Avtomat,0,Bəli,358000,USD,https://turbo.az//autos/7115317-land-rover-range-rover
321,LADA (VAZ),21011,1972,Sedan,Ağ,1.6,75,Benzin,Mexaniki,660000,Xeyr,2800,AZN,https://turbo.az//autos/7440326-lada-vaz-21011
322,Toyota,Land Cruiser,2005,Offroader / SUV,Qara,4.5,224,Benzin,Avtomat,309000,Xeyr,22800,AZN,https://turbo.az//autos/7421733-toyota-land-cruiser
323,BMW,520,2012,Sedan,Boz,2.0,184,Dizel,Avtomat,320000,Xeyr,31500,AZN,https://turbo.az//autos/7440333-bmw-520
324,DFSK,Glory 330 S,2022,Minivan,Yaş Asfalt,1.5,115,Benzin,Mexaniki,0,Bəli,25900,AZN,https://turbo.az//autos/7098702-dfsk-glory-330-s
325,Bestune,T99,2022,Offroader / SUV,Ağ,2.0,225,Benzin,Avtomat,0,Bəli,59900,AZN,https://turbo.az//autos/6410888-bestune-t99
326,Toyota,RAV4,2023,Offroader / SUV,Qara,2.5,218,Hibrid,Avtomat,0,Bəli,42500,USD,https://turbo.az//autos/7264260-toyota-rav4
327,Toyota,Camry,2019,Sedan,Ağ,2.5,181,Benzin,Mexaniki,62000,Xeyr,36500,USD,https://turbo.az//autos/7169560-toyota-camry
328,Hyundai,Elantra,2017,Sedan,Ağ,2.0,150,Benzin,Avtomat,179347,Xeyr,23900,AZN,https://turbo.az//autos/7357289-hyundai-elantra
329,Kia,Cerato,2019,Sedan,Göy,2.0,150,Benzin,Avtomat,70000,Xeyr,29800,AZN,https://turbo.az//autos/7433442-kia-cerato
330,Kia,Pregio,2004,Mikroavtobus,Ağ,2.7,80,Dizel,Mexaniki,510150,Xeyr,12700,AZN,https://turbo.az//autos/7390723-kia-pregio
331,Toyota,Corolla,2005,Hetçbek,Gümüşü,1.4,90,Dizel,Avtomat,173000,Xeyr,15699,AZN,https://turbo.az//autos/7369822-toyota-corolla
332,Mercedes,Sprinter 313,2008,Furqon,Tünd qırmızı,2.2,129,Dizel,Mexaniki,25700,Xeyr,23300,AZN,https://turbo.az//autos/7409262-mercedes-sprinter-313
