,Mark,Model,Year,Body_type,Color,Capacity,HorsePowers,EngineType,Transmission,Mileage,Is_new,Price,Price_currency,Link
14124,DAF,85 CF,2014,Yük maşını,Ağ,12 ,500,Dizel,Avtomat,237282,Xeyr,60000,AZN,https://turbo.az//autos/7433069-daf-85-cf
14125,Mercedes,E 400,2014,Sedan,Ağ,3.0,333,Benzin,Avtomat,244000,Xeyr,29650,USD,https://turbo.az//autos/7355395-mercedes-e-400
14126,Land Rover,Range Rover,2008,Offroader / SUV,Ağ,4.2,396,Benzin,Avtomat,179000,Xeyr,20500,USD,https://turbo.az//autos/7433071-land-rover-range-rover
14127,Kia,Rio,2005,Hetçbek,Tünd qırmızı,1.5,110,Dizel,Mexaniki,356200,Xeyr,9800,AZN,https://turbo.az//autos/7421535-kia-rio
14128,KamAz,55111,1993,Yük maşını,Ağ,11 ,191,Dizel,Mexaniki,151000,Xeyr,17500,AZN,https://turbo.az//autos/7433068-kamaz-55111
14129,Land Rover,Defender,2022,Offroader / SUV,Qara,2.0,300,Benzin,Avtomat,4000,Xeyr,100000,USD,https://turbo.az//autos/7433050-land-rover-defender
14130,Chevrolet,Cruze,2016,Sedan,Ağ,1.4,153,Benzin,Avtomat,169400,Xeyr,19500,AZN,https://turbo.az//autos/7433065-chevrolet-cruze
14131,Nissan,Patrol,2005,Offroader / SUV,Boz,3.0,160,Dizel,Avtomat,235000,Xeyr,26900,AZN,https://turbo.az//autos/7365495-nissan-patrol
14132,Mercedes,Sprinter 313,2006,Yük maşını,Ağ,2.2,180,Dizel,Mexaniki,221000,Xeyr,25500,AZN,https://turbo.az//autos/7418277-mercedes-sprinter-313
14133,Audi,A4,1999,Sedan,Ağ,2.4,165,Benzin,Avtomat,350000,Xeyr,4500,AZN,https://turbo.az//autos/7433060-audi-a4
14134,Mercedes,ML 350,2010,Offroader / SUV,Qara,3.5,272,Benzin,Avtomat,122000,Xeyr,27800,AZN,https://turbo.az//autos/7433061-mercedes-ml-350
14135,Mercedes,190,1992,Sedan,Qara,1.8,109,Benzin,Avtomat,797600,Xeyr,7000,AZN,https://turbo.az//autos/7433059-mercedes-190
14136,BMW,535,2010,Sedan,Ağ,3.0,306,Benzin,Avtomat,206300,Xeyr,24000,USD,https://turbo.az//autos/7433058-bmw-535
14137,Kia,Optima,2013,Sedan,Qara,2.0,274,Benzin,Avtomat,217583,Xeyr,23600,AZN,https://turbo.az//autos/7419248-kia-optima
14138,LADA (VAZ),2106,1982,Sedan,Ağ,1.6,75,Benzin,Mexaniki,56000,Xeyr,2000,AZN,https://turbo.az//autos/7433054-lada-vaz-2106
14139,Hyundai,Accent,2016,Sedan,Ağ,1.6,140,Benzin,Avtomat,192317,Xeyr,18800,AZN,https://turbo.az//autos/7433053-hyundai-accent
14140,Hyundai,Elantra,2014,Sedan,Qara,1.6,132,Dizel,Avtomat,161000,Xeyr,23700,AZN,https://turbo.az//autos/7428341-hyundai-elantra
14141,Nissan,Patrol,2003,Offroader / SUV,Ağ,3.0,158,Dizel,Avtomat,330000,Xeyr,23000,AZN,https://turbo.az//autos/7433052-nissan-patrol
14142,Jeep,Grand Cherokee,2012,Offroader / SUV,Qara,3.6,286,Benzin,Avtomat,113000,Xeyr,39000,AZN,https://turbo.az//autos/7433035-jeep-grand-cherokee
14143,Jaguar,F-Type,2019,Kupe,Qırmızı,3.0,340,Benzin,Avtomat,0,Bəli,72500,USD,https://turbo.az//autos/4057769-jaguar-f-type
14144,Jaguar,XF,2019,Sedan,Qara,2.0,250,Benzin,Avtomat,0,Bəli,57800,USD,https://turbo.az//autos/3175342-jaguar-xf
14145,Jaguar,F-Pace R,2022,Offroader / SUV,Boz,2.0,250,Benzin,Avtomat,0,Bəli,94000,USD,https://turbo.az//autos/6847343-jaguar-f-pace-r
14146,Nissan,Note,2013,Hetçbek,Ağ,1.2,98,Benzin,Avtomat,27000,Xeyr,15300,AZN,https://turbo.az//autos/7433034-nissan-note
14147,Jaguar,F-Type R,2019,Rodster,Qara,2.0,300,Benzin,Avtomat,0,Bəli,69900,USD,https://turbo.az//autos/6849584-jaguar-f-type-r
14148,FAW,Tiger VH,2022,Yük maşını,Ağ,3.8,141,Dizel,Mexaniki,0,Bəli,47500,AZN,https://turbo.az//autos/5931276-faw-tiger-vh
14149,Changan,Uni-T,2022,Offroader / SUV,Ağ,1.5,180,Benzin,Avtomat,0,Bəli,47900,AZN,https://turbo.az//autos/6578089-changan-uni-t
14150,Toyota,Camry,2023,Sedan,Gümüşü,2.5,218,Hibrid,Avtomat,0,Bəli,49940,USD,https://turbo.az//autos/7392559-toyota-camry
14151,BMW,X7,2023,Offroader / SUV,Qara,3.0,340,Dizel,Avtomat,0,Bəli,145500,USD,https://turbo.az//autos/7392733-bmw-x7
14152,Hyundai,Grandeur,2019,Sedan,Ağ,3.0,250,Benzin,Avtomat,170000,Xeyr,26000,USD,https://turbo.az//autos/6911609-hyundai-grandeur
14153,Lexus,ES 250,2020,Sedan,Qara,2.5,205,Benzin,Avtomat,21600,Xeyr,43900,USD,https://turbo.az//autos/7401306-lexus-es-250
14154,BMW,X5,2022,Offroader / SUV,Qara,3.0,340,Benzin,Avtomat,8300,Xeyr,79000,USD,https://turbo.az//autos/7414249-bmw-x5
14155,Ford,Mustang,2015,Kupe,Qara,2.3,317,Benzin,Avtomat,178000,Xeyr,19500,USD,https://turbo.az//autos/7420726-ford-mustang
14156,Hyundai,Elantra,2016,Sedan,Qara,2.0,150,Benzin,Avtomat,109000,Xeyr,26500,AZN,https://turbo.az//autos/7424694-hyundai-elantra
14157,Mercedes,E 220,2013,Sedan,Qara,2.2,170,Dizel,Avtomat,182500,Xeyr,24700,USD,https://turbo.az//autos/7430009-mercedes-e-220
14158,Toyota,Prius,2007,Liftbek,Qara,1.5,76,Hibrid,Variator,381415,Xeyr,12200,AZN,https://turbo.az//autos/7385857-toyota-prius
14159,Toyota,Prius,2013,Hetçbek,Mavi,1.8,99,Hibrid,Avtomat,225308,Xeyr,21000,AZN,https://turbo.az//autos/6801592-toyota-prius
14160,Jaguar,F-Type R,2019,Rodster,Qara,2.0,300,Benzin,Avtomat,0,Bəli,69900,USD,https://turbo.az//autos/6849584-jaguar-f-type-r
14161,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,1.7,80,Benzin,Mexaniki,141000,Xeyr,11000,AZN,https://turbo.az//autos/7433048-lada-vaz-niva
14162,Zontes,R250,2021,Motosiklet,Mavi,0.3,27,Benzin,Mexaniki,25000,Xeyr,6500,AZN,https://turbo.az//autos/7433047-zontes-r250
14163,Land Rover,RR Velar,2022,Offroader / SUV,Qara,2.0,250,Benzin,Avtomat,0,Bəli,92900,USD,https://turbo.az//autos/6774110-land-rover-rr-velar
14164,Mercedes,E 200,2010,Sedan,Qara,2.2,170,Dizel,Avtomat,279000,Xeyr,34000,AZN,https://turbo.az//autos/7426743-mercedes-e-200
14165,Land Rover,RR Velar,2022,Offroader / SUV,Gümüşü,2.0,250,Benzin,Avtomat,0,Bəli,92900,USD,https://turbo.az//autos/7230842-land-rover-rr-velar
14166,Land Rover,Defender,2022,Offroader / SUV,Qara,2.0,300,Benzin,Avtomat,0,Bəli,99900,USD,https://turbo.az//autos/7145828-land-rover-defender
14167,Fiat,Doblo,2007,Minivan,Qırmızı,1.4,77,Benzin,Mexaniki,185000,Xeyr,12600,AZN,https://turbo.az//autos/7433042-fiat-doblo
14168,Opel,Vectra,1998,Sedan,Gümüşü,2.0,136,Benzin,Avtomat,430000,Xeyr,6000,AZN,https://turbo.az//autos/7433041-opel-vectra
14169,LADA (VAZ),Niva,2023,Offroader / SUV,Qara,1.7,83,Benzin,Mexaniki,0,Bəli,21600,AZN,https://turbo.az//autos/7433036-lada-vaz-niva
14170,Hyundai,Elantra,2017,Sedan,Gümüşü,1.6,132,Benzin,Avtomat,140000,Xeyr,27300,AZN,https://turbo.az//autos/7433033-hyundai-elantra
14171,Mercedes,E 300,1989,Sedan,Mavi,3.0,177,Dizel,Avtomat,345436,Xeyr,5200,AZN,https://turbo.az//autos/7433028-mercedes-e-300
14172,Daewoo,Lanos,2010,Sedan,Gümüşü,1.5,86,Benzin,Mexaniki,488000,Xeyr,4500,AZN,https://turbo.az//autos/7433030-daewoo-lanos
14173,LADA (VAZ),Niva,2015,Offroader / SUV,Ağ,1.7,80,Benzin,Mexaniki,84000,Xeyr,11900,AZN,https://turbo.az//autos/6908240-lada-vaz-niva
14174,Mack,Mack Anthem,2000,Dartqı,Sarı,12 ,420,Dizel,Mexaniki,172000,Xeyr,38000,USD,https://turbo.az//autos/7433015-mack-mack-anthem
14175,Kia,Sorento,2015,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,183000,Xeyr,38900,AZN,https://turbo.az//autos/7374486-kia-sorento
14176,Mitsubishi,Attrage,2021,Sedan,Tünd qırmızı,1.2,78,Benzin,Avtomat,13900,Xeyr,19900,AZN,https://turbo.az//autos/7112176-mitsubishi-attrage
14177,LADA (VAZ),2109,2001,Hetçbek,Gümüşü,1.5,78,Benzin,Mexaniki,269245,Xeyr,4600,AZN,https://turbo.az//autos/7433021-lada-vaz-2109
14178,Kia,Sorento,2012,Offroader / SUV,Yaşıl,2.4,175,Benzin,Avtomat,159000,Xeyr,24900,AZN,https://turbo.az//autos/7157548-kia-sorento
14179,Toyota,Prado,2008,Offroader / SUV,Ağ,2.7,167,Benzin,Avtomat,218000,Xeyr,28800,AZN,https://turbo.az//autos/7254196-toyota-prado
14180,Mitsubishi,L200,2007,Pikap,Göy,2.5,136,Dizel,Mexaniki,388000,Xeyr,19900,AZN,https://turbo.az//autos/7268733-mitsubishi-l200
14181,Kia,Optima,2012,Sedan,Göy,2.0,274,Benzin,Avtomat,280000,Xeyr,23300,AZN,https://turbo.az//autos/7421667-kia-optima
14182,Mitsubishi,Pajero,2007,Offroader / SUV,Qara,3.0,188,Benzin,Avtomat,198000,Xeyr,23300,AZN,https://turbo.az//autos/7385633-mitsubishi-pajero
14183,Mitsubishi,L200,2007,Offroader / SUV,Gümüşü,2.5,136,Dizel,Mexaniki,298000,Xeyr,20900,AZN,https://turbo.az//autos/7386687-mitsubishi-l200
14184,Toyota,Camry,2023,Sedan,Qara,2.5,218,Hibrid,Avtomat,0,Bəli,44000,USD,https://turbo.az//autos/7394837-toyota-camry
14185,Bentley,Continental GT,2013,Kupe,Boz,6.0,625,Benzin,Avtomat,38490,Xeyr,125500,USD,https://turbo.az//autos/7272285-bentley-continental-gt
14186,Mitsubishi,Outlander,2013,Offroader / SUV,Göy,2.4,170,Benzin,Avtomat,284800,Xeyr,23900,AZN,https://turbo.az//autos/7372302-mitsubishi-outlander
14187,Bentley,Bentayga,2017,Offroader / SUV,Qara,6.0,608,Benzin,Avtomat,54285,Xeyr,179000,USD,https://turbo.az//autos/7195991-bentley-bentayga
14188,LADA (VAZ),Niva,2015,Offroader / SUV,Göy,1.7,80,Benzin,Mexaniki,120000,Xeyr,12200,AZN,https://turbo.az//autos/7421231-lada-vaz-niva
14189,Hyundai,Grandeur,2019,Sedan,Ağ,3.0,250,Benzin,Avtomat,170000,Xeyr,26000,USD,https://turbo.az//autos/6911609-hyundai-grandeur
14190,Volkswagen,Touareg,2008,Offroader / SUV,Qara,3.6,280,Benzin,Avtomat,248000,Xeyr,16700,AZN,https://turbo.az//autos/7070273-volkswagen-touareg
14191,Land Rover,Range Rover,2018,Offroader / SUV,Ağ,3.0,340,Dizel,Avtomat,109100,Xeyr,100000,USD,https://turbo.az//autos/7387636-land-rover-range-rover
14192,Volkswagen,ID.6,2022,Offroader / SUV,Göy,0.0,204,Elektro,Avtomat,0,Bəli,43900,USD,https://turbo.az//autos/7390782-volkswagen-id-6
14193,KamAz,5511,1991,Yük maşını,Tünd qırmızı,11 ,191,Dizel,Mexaniki,450000,Xeyr,16900,AZN,https://turbo.az//autos/7309509-kamaz-5511
14194,Land Rover,RR Velar,2019,Offroader / SUV,Qara,2.0,300,Benzin,Avtomat,72000,Xeyr,60000,USD,https://turbo.az//autos/7438136-land-rover-rr-velar
14195,Kia,Ceed,2009,Universal,Ağ,1.4,109,Benzin,Mexaniki,114000,Xeyr,15400,AZN,https://turbo.az//autos/7363937-kia-ceed
14196,Mitsubishi,L200,2007,Offroader / SUV,Gümüşü,2.5,136,Dizel,Mexaniki,298000,Xeyr,20900,AZN,https://turbo.az//autos/7386687-mitsubishi-l200
14197,Opel,Astra,2009,Hetçbek,Mavi,1.4,90,Benzin,Mexaniki,202000,Xeyr,12900,AZN,https://turbo.az//autos/7422890-opel-astra
14198,Toyota,Prius,2006,Liftbek,Qızılı,1.5,76,Hibrid,Avtomat,247000,Xeyr,16500,AZN,https://turbo.az//autos/7391699-toyota-prius
14199,Hyundai,Sonata,2005,Sedan,Gümüşü,2.4,145,Benzin,Avtomat,298000,Xeyr,11900,AZN,https://turbo.az//autos/7407929-hyundai-sonata
14200,Hyundai,Elantra,2012,Sedan,Ağ,1.8,150,Benzin,Avtomat,137000,Xeyr,22900,AZN,https://turbo.az//autos/7433018-hyundai-elantra
14201,Opel,Astra,2008,Hetçbek,Gümüşü,1.4,90,Benzin,Mexaniki,218000,Xeyr,11900,AZN,https://turbo.az//autos/7411291-opel-astra
14202,Mercedes,C 200,2000,Universal,Gümüşü,2.0,136,Benzin,Avtomat,218000,Xeyr,12300,AZN,https://turbo.az//autos/7414812-mercedes-c-200
14203,MAZ,5334,1982,Yük maşını,Göy,12 ,300,Dizel,Mexaniki,50000,Xeyr,53500,AZN,https://turbo.az//autos/6945885-maz-5334
14204,Infiniti,FX35,2006,Offroader / SUV,Qara,3.5,280,Benzin,Avtomat,167000,Xeyr,16900,AZN,https://turbo.az//autos/7423329-infiniti-fx35
14205,Mercedes,E 220,2011,Sedan,Ağ,2.2,170,Dizel,Avtomat,189000,Xeyr,29900,AZN,https://turbo.az//autos/7425170-mercedes-e-220
14206,Nissan,Note,2011,Hetçbek,Qara,1.5,109,Benzin,Avtomat,79000,Xeyr,13900,AZN,https://turbo.az//autos/7430994-nissan-note
14207,Mercedes,Atego 816,2008,Yük maşını,Ağ,4.3,177,Dizel,Mexaniki,456000,Xeyr,33500,AZN,https://turbo.az//autos/7432914-mercedes-atego-816
14208,Chevrolet,Malibu,2016,Sedan,Yaş Asfalt,1.5,163,Benzin,Avtomat,136000,Xeyr,21900,AZN,https://turbo.az//autos/7225173-chevrolet-malibu
14209,Hyundai,Santa Fe,2009,Offroader / SUV,Gümüşü,2.2,184,Dizel,Mexaniki,337000,Xeyr,20700,AZN,https://turbo.az//autos/7433012-hyundai-santa-fe
14210,Toyota,Camry,2018,Sedan,Göy,2.5,181,Benzin,Avtomat,50000,Xeyr,24500,USD,https://turbo.az//autos/7433007-toyota-camry
14211,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,208250,Xeyr,23000,AZN,https://turbo.az//autos/7392234-hyundai-santa-fe
14212,Hyundai,Tucson,2020,Offroader / SUV,Qara,2.0,150,Benzin,Avtomat,44200,Xeyr,41900,AZN,https://turbo.az//autos/7433009-hyundai-tucson
14213,Hyundai,Sonata,2015,Sedan,Ağ,2.4,178,Benzin,Avtomat,205000,Xeyr,24000,AZN,https://turbo.az//autos/7218217-hyundai-sonata
14214,LADA (VAZ),2115,2011,Sedan,Qara,1.6,81,Benzin,Mexaniki,188000,Xeyr,7700,AZN,https://turbo.az//autos/7433002-lada-vaz-2115
14215,LADA (VAZ),Niva,2017,Offroader / SUV,Ağ,1.7,80,Benzin,Mexaniki,90000,Xeyr,13800,AZN,https://turbo.az//autos/7398800-lada-vaz-niva
14216,LADA (VAZ),2107,2008,Sedan,Qırmızı,1.6,75,Benzin,Mexaniki,15000,Xeyr,4900,AZN,https://turbo.az//autos/7433000-lada-vaz-2107
14217,Toyota,Corolla,2022,Sedan,Qəhvəyi,1.8,158,Hibrid,Avtomat,0,Bəli,24200,USD,https://turbo.az//autos/7249519-toyota-corolla
14218,Kia,Optima,2010,Sedan,Ağ,2.0,150,Benzin,Avtomat,137000,Xeyr,19700,AZN,https://turbo.az//autos/7427989-kia-optima
14219,Sinski,XSJ400-6,2023,Motosiklet,Sarı,0.4,56,Benzin,Mexaniki,823,Xeyr,7500,AZN,https://turbo.az//autos/7432990-sinski-xsj400-6
14220,BMW,iX,2022,Offroader / SUV,Yaş Asfalt,0.0,326,Elektro,Avtomat,0,Bəli,99500,USD,https://turbo.az//autos/7073825-bmw-ix
14221,Hyundai,Santa Fe,2023,Offroader / SUV,Qara,1.6,230,Hibrid,Avtomat,0,Bəli,82900,AZN,https://turbo.az//autos/7142166-hyundai-santa-fe
14222,GAZ,A21R22-03,2021,Yük maşını,Ağ,2.8,149,Dizel,Mexaniki,0,Bəli,38500,AZN,https://turbo.az//autos/5756003-gaz-a21r22-03
14223,Volvo,XC90,2023,Offroader / SUV,Gümüşü,2.0,254,Hibrid,Avtomat,0,Bəli,61100,EUR,https://turbo.az//autos/7388377-volvo-xc90
14224,BMW,530,2017,Sedan,Qara,2.0,249,Benzin,Avtomat,100000,Xeyr,36666,USD,https://turbo.az//autos/7414251-bmw-530
14225,Kia,Rio,2018,Hetçbek,Qara,1.4,107,Benzin,Avtomat,106000,Xeyr,23500,AZN,https://turbo.az//autos/7433127-kia-rio
14226,Land Rover,Range Rover,2022,Offroader / SUV,Qara,4.4,530,Benzin,Avtomat,0,Bəli,399000,USD,https://turbo.az//autos/7333049-land-rover-range-rover
14227,Land Rover,Defender,2021,Offroader / SUV,Qara,3.0,400,Benzin,Avtomat,15000,Xeyr,122500,USD,https://turbo.az//autos/7355492-land-rover-defender
14228,Volkswagen,ID.6,2022,Offroader / SUV,Ağ,0.0,204,Elektro,Avtomat,0,Bəli,41300,USD,https://turbo.az//autos/7427247-volkswagen-id-6
14229,Mercedes,Vito 109,2010,Furqon,Ağ,2.2,150,Dizel,Mexaniki,308000,Xeyr,21000,AZN,https://turbo.az//autos/7409254-mercedes-vito-109
14230,Honda,Pilot,2012,Offroader / SUV,Ağ,3.5,250,Benzin,Avtomat,103000,Xeyr,30500,AZN,https://turbo.az//autos/7409351-honda-pilot
14231,Nissan,Tiida,2007,Hetçbek,Mavi,1.6,110,Benzin,Mexaniki,308000,Xeyr,15600,AZN,https://turbo.az//autos/7436217-nissan-tiida
14232,Sinski,XSJ400-6,2023,Motosiklet,Sarı,0.4,56,Benzin,Mexaniki,823,Xeyr,7500,AZN,https://turbo.az//autos/7432990-sinski-xsj400-6
14233,Kia,Rio,2005,Hetçbek,Göy,1.5,109,Dizel,Mexaniki,300000,Xeyr,12000,AZN,https://turbo.az//autos/7432996-kia-rio
14234,Mercedes,E 300,2017,Sedan,Yaş Asfalt,2.0,245,Benzin,Avtomat,75000,Xeyr,39500,USD,https://turbo.az//autos/7432994-mercedes-e-300
14235,BMW,530e,2021,Sedan,Yaş Asfalt,2.0,288,Plug-in Hibrid,Avtomat,33000,Xeyr,56000,USD,https://turbo.az//autos/7432991-bmw-530e
14236,Toyota,Highlander,2022,Offroader / SUV,Yaş Asfalt,2.5,248,Hibrid,Avtomat,0,Bəli,56000,USD,https://turbo.az//autos/7356715-toyota-highlander
14237,LADA (VAZ),21011,1981,Sedan,Ağ,1.5,65,Benzin,Mexaniki,66000,Xeyr,2200,AZN,https://turbo.az//autos/7432986-lada-vaz-21011
14238,Kia,Sorento,2012,Offroader / SUV,Gümüşü,2.0,184,Dizel,Avtomat,133800,Xeyr,29300,AZN,https://turbo.az//autos/7424560-kia-sorento
14239,Mercedes,E 250,2013,Sedan,Qara,2.0,211,Benzin,Avtomat,194000,Xeyr,25000,USD,https://turbo.az//autos/7432984-mercedes-e-250
14240,Mercedes,S 320,1992,Sedan,Yaş Asfalt,3.2,231,Benzin,Avtomat,320000,Xeyr,6900,AZN,https://turbo.az//autos/7432977-mercedes-s-320
14241,LADA (VAZ),2107,2005,Sedan,Göy,1.6,75,Benzin,Mexaniki,35478,Xeyr,4850,AZN,https://turbo.az//autos/7418807-lada-vaz-2107
14242,Nissan,Micra,2014,Hetçbek,Qırmızı,1.2,80,Benzin,Avtomat,93693,Xeyr,15200,AZN,https://turbo.az//autos/7379467-nissan-micra
14243,Mercedes,Sprinter 315,2008,Furqon,Ağ,2.2,150,Dizel,Avtomat,153000,Xeyr,27100,AZN,https://turbo.az//autos/7432978-mercedes-sprinter-315
14244,Mercedes,E 220,2002,Sedan,Gümüşü,2.2,150,Dizel,Avtomat,390000,Xeyr,15500,AZN,https://turbo.az//autos/7432973-mercedes-e-220
14245,Opel,Astra,2006,Universal,Qızılı,1.3,90,Dizel,Mexaniki,290000,Xeyr,10800,AZN,https://turbo.az//autos/7359716-opel-astra
14246,BMW,545,2003,Sedan,Qara,4.4,333,Benzin,Avtomat,261000,Xeyr,24000,AZN,https://turbo.az//autos/7432971-bmw-545
14247,Opel,Astra,2001,Sedan,Gümüşü,1.8,116,Benzin,Avtomat,276600,Xeyr,10200,AZN,https://turbo.az//autos/7419705-opel-astra
14248,Chevrolet,Cruze,2011,Sedan,Göy,1.4,140,Benzin,Avtomat,178540,Xeyr,12300,AZN,https://turbo.az//autos/7432967-chevrolet-cruze
14249,Daewoo,Gentra,2014,Sedan,Ağ,1.5,107,Benzin,Mexaniki,228000,Xeyr,12500,AZN,https://turbo.az//autos/7432909-daewoo-gentra
14250,Iran Khodro,Runna,2014,Sedan,Gümüşü,1.6,114,Benzin,Mexaniki,192406,Xeyr,8200,AZN,https://turbo.az//autos/7432961-iran-khodro-runna
14251,LADA (VAZ),2106,1993,Sedan,Tünd qırmızı,1.5,65,Benzin,Mexaniki,219000,Xeyr,3900,AZN,https://turbo.az//autos/7432957-lada-vaz-2106
14252,Renault,Grand Scenic,2008,Minivan,Qara,1.5,105,Dizel,Mexaniki,240000,Xeyr,13800,AZN,https://turbo.az//autos/7432953-renault-grand-scenic
14253,UAZ,Pickup,2021,Pikap,Ağ,2.7,131,Benzin,Mexaniki,36000,Xeyr,28500,AZN,https://turbo.az//autos/7432934-uaz-pickup
14254,Mercedes,Vito,2007,Furqon,Ağ,2.2,150,Dizel,Mexaniki,316000,Xeyr,18300,AZN,https://turbo.az//autos/7359547-mercedes-vito
14255,Land Rover,Defender,2021,Offroader / SUV,Qara,3.0,400,Benzin,Avtomat,15000,Xeyr,122500,USD,https://turbo.az//autos/7355492-land-rover-defender
14256,Mitsubishi,Pajero,2009,Offroader / SUV,Ağ,3.5,189,Benzin,Avtomat,161000,Xeyr,27900,AZN,https://turbo.az//autos/7419401-mitsubishi-pajero
14257,Wuling,Mini EV,2022,Hetçbek,Ağ,0.0,27,Elektro,Avtomat,0,Bəli,21500,AZN,https://turbo.az//autos/6785043-wuling-mini-ev
14258,Nissan,Tiida,2012,Hetçbek,Gümüşü,1.5,109,Benzin,Avtomat,39000,Xeyr,14600,AZN,https://turbo.az//autos/7400540-nissan-tiida
14259,Porsche,Panamera GTS,2011,Hetçbek,Ağ,4.8,430,Benzin,Avtomat,98700,Xeyr,33500,USD,https://turbo.az//autos/7398925-porsche-panamera-gts
14260,Toyota,Camry,2022,Sedan,Qara,2.5,218,Hibrid,Avtomat,0,Bəli,52500,USD,https://turbo.az//autos/7441028-toyota-camry
14261,Mercedes,GL 550,2007,Offroader / SUV,Qara,5.5,382,Benzin,Avtomat,123000,Xeyr,35000,AZN,https://turbo.az//autos/7424607-mercedes-gl-550
14262,Toyota,Camry,2019,Sedan,Yaş Asfalt,2.5,181,Benzin,Avtomat,65000,Xeyr,26400,USD,https://turbo.az//autos/7423252-toyota-camry
14263,Mazda,CX-9,2020,Offroader / SUV,Qara,2.5,250,Benzin,Avtomat,40000,Xeyr,42300,USD,https://turbo.az//autos/7352224-mazda-cx-9
14264,Toyota,Corolla,2007,Sedan,Gümüşü,1.6,124,Benzin,Robotlaşdırılmış,239142,Xeyr,14800,AZN,https://turbo.az//autos/7411230-toyota-corolla
14265,Kia,Sorento,2010,Offroader / SUV,Yaş Asfalt,2.2,197,Dizel,Avtomat,106600,Xeyr,29200,AZN,https://turbo.az//autos/7408697-kia-sorento
14266,Volkswagen,Passat CC,2011,Kupe,Qara,2.0,211,Benzin,Avtomat,192285,Xeyr,14300,AZN,https://turbo.az//autos/7360237-volkswagen-passat-cc
14267,Ford,Mustang,2015,Kupe,Qara,2.3,309,Benzin,Avtomat,178000,Xeyr,22500,USD,https://turbo.az//autos/7403616-ford-mustang
14268,Land Rover,Discovery,2017,Offroader / SUV,Qara,3.0,340,Benzin,Avtomat,95500,Xeyr,52000,USD,https://turbo.az//autos/7432949-land-rover-discovery
14269,Fiat,Ducato,2006,Karvan,Ağ,3.0,185,Dizel,Mexaniki,55000,Xeyr,45500,USD,https://turbo.az//autos/7312158-fiat-ducato
14270,Lexus,LX 470,2006,Offroader / SUV,Qara,4.7,275,Benzin,Avtomat,200000,Xeyr,21000,USD,https://turbo.az//autos/7140653-lexus-lx-470
14271,Citroen,C-Elysee,2013,Sedan,Qara,1.6,115,Benzin,Avtomat,150000,Xeyr,12000,AZN,https://turbo.az//autos/7355522-citroen-c-elysee
14272,Toyota,Prius,2005,Liftbek,Gümüşü,1.5,76,Hibrid,Avtomat,205234,Xeyr,14600,AZN,https://turbo.az//autos/7419298-toyota-prius
14273,BMW,X1,2017,Offroader / SUV,Qara,2.0,231,Benzin,Avtomat,22500,Xeyr,25300,USD,https://turbo.az//autos/7432938-bmw-x1
14274,Mercedes,Vito,2009,Mikroavtobus,Ağ,2.2,116,Dizel,Mexaniki,296222,Xeyr,26800,AZN,https://turbo.az//autos/7432900-mercedes-vito
14275,Volkswagen,Touareg,2004,Offroader / SUV,Qara,3.2,220,Benzin,Avtomat,300000,Xeyr,10500,AZN,https://turbo.az//autos/7432933-volkswagen-touareg
14276,Chevrolet,Cruze,2015,Sedan,Yaş Asfalt,1.4,141,Benzin,Avtomat,180000,Xeyr,16000,AZN,https://turbo.az//autos/7290481-chevrolet-cruze
14277,Mercedes,GLE 43 AMG Coupe ,2018,Offroader / SUV,Qara,3.0,390,Benzin,Avtomat,75000,Xeyr,71500,USD,https://turbo.az//autos/7428545-mercedes-gle-43-amg-coupe
14278,Kia,Rio,2006,Hetçbek,Qara,1.5,110,Dizel,Mexaniki,262000,Xeyr,11000,AZN,https://turbo.az//autos/7417044-kia-rio
14279,BMW,528,2015,Sedan,Ağ,2.0,245,Benzin,Avtomat,161800,Xeyr,24900,USD,https://turbo.az//autos/7432931-bmw-528
14280,Chevrolet,Cruze,2012,Sedan,Göy,1.4,141,Benzin,Avtomat,200000,Xeyr,13300,AZN,https://turbo.az//autos/7432927-chevrolet-cruze
14281,LADA (VAZ),2106,1986,Sedan,Sarı,1.5,65,Benzin,Mexaniki,70000,Xeyr,3000,AZN,https://turbo.az//autos/7432925-lada-vaz-2106
14282,Chevrolet,Cruze,2015,Sedan,Qara,1.4,140,Benzin,Avtomat,180000,Xeyr,16800,AZN,https://turbo.az//autos/7432917-chevrolet-cruze
14283,Kia,Cerato,2009,Sedan,Ağ,1.6,122,Benzin,Avtomat,260000,Xeyr,16800,AZN,https://turbo.az//autos/7372306-kia-cerato
14284,Iveco,35 S11,2007,Yük maşını,Ağ,2.3,150,Dizel,Mexaniki,205415,Xeyr,23300,USD,https://turbo.az//autos/7432922-iveco-35-s11
14285,Hyundai,Accent,2005,Kupe,Qırmızı,1.6,105,Benzin,Avtomat,265000,Xeyr,7900,AZN,https://turbo.az//autos/7395062-hyundai-accent
14286,GAZ,52,1982,Yük maşını,Yaşıl,2.4,150,Benzin,Mexaniki,128858,Xeyr,3000,AZN,https://turbo.az//autos/7432918-gaz-52
14287,Dodge,Ram,2023,Pikap,Qara,3.6,305,Benzin,Avtomat,0,Bəli,91200,USD,https://turbo.az//autos/7127433-dodge-ram
